021562,ENVIRON,835,Environmental Law,,
021562 1,ENERGY,835,Environmental Law,,
021563,ROMST,702,Europe in Theory: Culture Language Politics,,
021566,ENVIRON,744,Ecology and Conservation of Streams and Rivers,,
021567,ENVIRON,621,Water Resources Finance and Planning,NS SS,
021568,ECE,549,Optics and Photonics Seminar Series,,
021568 1,BME,609,Optics and Photonics Seminar Series,,
021568 2,PHYSICS,549,Optics and Photonics Seminar Series,,
021573,ICS,190S,Selected Topics in International Comparative Studies,S,
021575,ENVIRON,713A,Clean Energy Field Trip,,
021575 1,ENERGY,713A,Clean Energy Field Trip,,
021576,ENVIRON,717,Markets for Electric Power,,
021577,RELIGION,708,Introductory Sanskrit Language and Literature II,,
021577 1,SANSKRIT,702,Introductory Sanskrit Language and Literature II,,
021578,ENVIRON,985,DEL: Energy Environment and the Law,,
021579,GLHLTH,690,Special Topics in Global Health Studies,,
021594,PJMS,390A-02,Study Abroad/Away non-Duke Program,,
021596,PJMS,390A-01,Study Abroad/Away Duke Program,,
021597,ROMST,201P,Europe in Theory - Preceptorial,,
021598,CHINESE,101A,First-Year Chinese,FL,
021599,PERSIAN,391,Independent Study,,
021600,HISTORY,297,The Holocaust,CCI EI STS CZ,
021600 1,JEWISHST,342,The Holocaust,CCI EI STS CZ,
021600 2,POLSCI,262,The Holocaust,CCI EI STS CZ,
021600 3,RELIGION,342,The Holocaust,CCI EI STS CZ,
021603,ECON,324A,International Finance,SS,
021604,ENVIRON,849A,Doctoral Student Seminar and Professional Development,,
021605,KOREAN,791,Independent Study,,
021606,CHINESE,791,Independent Study,,
021607,HINDI,791,Independent Study,,
021609,JPN,791,Independent Study,,
021610,ARABIC,791,Independent Study,,
021611,AAAS,490S,Special Topics,S,
021630,GLHLTH,173FS,Technology for Health: Revolutions in Low Resource Settings,S STS SS,
021631,AMES,238,Survey of Modern China 1800-Present,CCI CZ,
021631 1,HISTORY,223,Survey of Modern China 1800-Present,CCI CZ,
021632,ROMST,690,Topics in Romance Studies,,
021633,ROMST,590,Topics in Romance Studies,,
021634,BIOLOGY,678,Population Ecology for a Changing Planet,STS NS,
021634 1,ENVIRON,678,Population Ecology for a Changing Planet,STS NS,
021642,LIT,101,Introduction to Global Cultural Studies,CCI EI ALP CZ,
021642 1,LIT,201,Introduction to Global Cultural Studies,CCI EI ALP CZ,
021643,GS,740,Pronunciation,,
021644,BME,432L,Biomechanics and Vehicle Safety Engineering (DR),,
021647,CEE,565,Environmental Analytical Chemistry,,
021647 1,ENVIRON,566,Environmental Analytical Chemistry,,
021648,FINANCE,898E,Special Topics,,
021649,MANAGEMT,747E,Leadership,,
021651,OPERATNS,824E,Services Operations Management,,
021652,BME,562,Biology by Design (GE MC),,
021654,LATIN,491,Independent Study,,
021655,GREEK,491,Independent Study,,
021660,BIOSTAT,221,Introduction to Statistical Programming I (R),,
021660 1,BIOSTAT,721,Introduction to Statistical Programming I (R),,
021661,BIOSTAT,222,Introduction to Statistical Programming II (SAS),,
021661 1,BIOSTAT,722,Introduction to Statistical Programming II (SAS),,
021666,ENVIRON,798,Communicating Outside the Box: Effective Science Communications and Research Translation Skills,,
021667,DOCST,750S,Documentary Engagement Through Field-Based Projects,S,
021668,DOCST,736S,Color Photography: Fieldwork and Digital Color,S,
021669,DOCST,706S,Medicine and the Vision of Documentary Photography,S,
021670,DOCST,735S,Introduction to Audio Documentary,S,
021671,WRITING,75T,Writing Tutorial for Non-Native Speakers of English,,
021672,POLSCI,241SA,Whose Democracy? Participation and Public Policy in the United States,S SS,
021672 1,PUBPOL,261SA,Whose Democracy? Participation and Public Policy in the United States,S SS,
021673,LIT,590S,Special Topics in Literature,S,
021674,LIT,590,Special Topics in Literature,,
021678,DOCST,741S,Politics of Food: Land Labor Health and Economics,S,
021679,DOCST,745S,Photography in Context,S,
021680,DOCST,724S,Children's Self Expression: Literacy Through Photography,S,
021681,DOCST,710S,The Short Audio Documentary,S,
021682,DOCST,720S,Documenting Black Power: Writing the History of the African American Freedom Struggle,S,
021683,DOCST,705S,The Documentary Experience: A Video Approach (A),S,
021686,PHYASST,300A,Primary Care,,
021687,PHYASST,300B,Primary Care,,
021688,PHYASST,320A,Internal Medicine,,
021689,PHYASST,320B,Internal Medicine,,
021692,MEDICINE,412C,Hospital Medicine,,
021694,LAW,546,International Law of Armed Conflict,,
021698,LAW,549,Corporate Counseling and Communication,,
021699,LAW,237,The Law of Lawyering: Ethics of Social Justice Lawyering,,
021700,LAW,794,The Law of Slavery and Freedom: The Thirteenth Fourteenth and Fifteenth Amendments,,
021701,LAW,239,Ethics and the Law of Lawyering in Civil Litigation,,
021702,NURSING,612,Quantitative Observational Research Techniques,,
021703,NURSING,613,Advanced Qualitative Data Analysis for Trajectory Studies,,
021704,NURSING,614,Mixed Methods Research,,
021704 1,NURSING,914,Mixed Methods Research,,
021705,NURSING,615,Measurement Theory and Practice,,
021705 1,NURSING,915,Measurement Theory and Practice,,
021706,IMMUNOL,601,Immunology of Human Diseases,,
021708,POLSCI,240SA,Theory and Practice: People Places and Policy Cases,S SS,
021708 1,PUBPOL,217SA,Theory and Practice: People Places and Policy Cases,S SS,
021710,MEDICINE,226C,Introduction to Endocrinology,,
021711,ACCOUNTG,501W,Financial Accounting Review,,
021712,NURSING,657,Healthcare Innovation and Entrepreneurship,,
021712 1,NURSING,967,Healthcare Innovation and Entrepreneurship,,
021713,FUQINTRD,898E,Special Topics,,
021722,ENVIRON,762,Environmental Mega-Trends,,
021723,ENVIRON,771L,GIS Field Skills,,
021724,ENVIRON,715L,Understanding Energy Models and Modeling,,
021724 1,ENERGY,715L,Understanding Energy Models and Modeling,,
021728,SURGERY,403C,Sub-Internship Plastic Surgery Integrated Program,,
021731,THEATRST,691,Independent Study,,
021735,CHEM,590,Special Topics in Chemistry,,
021738,SES,190A,Duke Administered Study Abroad: Special Topics in Slavic and Eurasian Studies,,
021739,BME,544,Digital Image Processing (IM or GE),,
021743,GERMAN,290-1,Special Topics in German Studies,,
021753,CULANTH,490S,Special Topics,S,
021755,ROMST,393,Research Independent Study,R,
021756,DANCE,290,Special Topics Lecture,,
021757,DANCE,290S,Special Topics Seminar,S,
021758,GLHLTH,391-2,Independent Study in GH,,
021760,FRENCH,361P,The French Love Story - Preceptorial,,
021761,ARTSVIS,693,Individual Research Independent Study,R,
021769,AMI,190S,Special Topics in Film Studies,S,
021771,ARTHIST,311,Museum Internship II,ALP,
021772,EVANTH,310,Primate Evolutionary Genetics,R NS,
021772 1,BIOLOGY,310,Primate Evolutionary Genetics,R NS,
021773,VMS,190S,Special Topics in Visual and Media Studies,S,
021775,AMES,80S,Studies in Special Topics,S,
021776,PUBPOL,490S,Capstone Seminars in Special Topics in Public Policy,S,
021777,DOCST,190S,Special Topics,S,
021778,ISIS,390,Special Topics in Information Science + Studies,,
021778 1,ISS,390,Special Topics in Information Science + Studies,,
021779,AAAS,699S,Gateway/Proseminar,S,
021781,DOCST,351S,Documentary Biography,S R ALP,
021781 1,ENGLISH,386S,Documentary Biography,S R ALP,
021782,ENVIRON,406,Israel Experience: Environment Science Technology and Innovation,STS NS SS,
021782 1,EOS,406,Israel Experience: Environment Science Technology and Innovation,STS NS SS,
021782 2,ENERGY,406,Israel Experience: Environment Science Technology and Innovation,STS NS SS,
021783,AMI,370S,Matters of Life and Death,S CCI ALP,
021783 1,ARTSVIS,370S,Matters of Life and Death,S CCI ALP,
021783 2,DOCST,280S,Matters of Life and Death,S CCI ALP,
021784,HISTORY,260D,Magic Religion and Science since 1400,CCI EI STS CZ,
021784 1,MEDREN,287D,Magic Religion and Science since 1400,CCI EI STS CZ,
021786,AAAS,226D,Crime and the City from Dickens to The Wire,CCI EI ALP SS,
021786 1,HISTORY,313D,Crime and the City from Dickens to The Wire,CCI EI ALP SS,
021788,HISTORY,343D,History of Modern America: The United States from 1930 to present,CZ SS,
021790,DANCE,472,Repertory: Dance Theater,,
021791,HISTORY,468S,Capstone Seminar: Literature & Terrorism,S CCI EI R ALP CZ,
021791 1,SES,468S,Capstone Seminar: Literature & Terrorism,S CCI EI R ALP CZ,
021792,AMES,504S,East Asia's Twentieth Century,S CCI R CZ,
021792 1,HISTORY,504S,East Asia's Twentieth Century,S CCI R CZ,
021793,CULANTH,309S,Food and the Body,S CCI STS SS,
021793 1,GLHLTH,320S,Food and the Body,S CCI STS SS,
021794,HISTORY,171S,Gateway Seminar: History of Intimacy: Family Friendship Romance,S CCI R W CZ,
021796,HISTORY,520S,Microhistory,S CCI R W CZ SS,
021796 1,MEDREN,576S,Microhistory,S CCI R W CZ SS,
021797,HISTORY,501S,History of Sexuality,S CCI CZ SS,
021797 1,WOMENST,501S,History of Sexuality,S CCI CZ SS,
021797 2,GSF,501S,History of Sexuality,S CCI CZ SS,
021798,EOS,230,Meteoritics and Solar System History,NS,
021798 1,ISIS,230,Meteoritics and Solar System History,NS,
021799,ISIS,791,Individual Research in Information Science + Information Studies,,
021799 1,ISS,791,Individual Research in Information Science + Information Studies,,
021800,MATH,660,Numerical Partial Differential Equations,QS,
021801,MATH,690-32,Topics in Analysis,,
021802,POLSCI,115D,Rules of Power: How Institutions Shape What Politics Deliver,SS,
021803,POLSCI,222,The Arab Youths Revolution,CCI EI SS,
021803 1,AMES,229,The Arab Youths Revolution,CCI EI SS,
021804,POLSCI,230,Networks in a Globalizing World,R SS,
021805,ROMST,390,Special Topics in Romance Studies,,
021806,POLSCI,311,Political Polarization in America: Causes and Consequences,SS,
021807,POLSCI,526S,Markets and Democracy in Latin America,S CCI R SS,
021808,POLSCI,721,Authoritarian Institutions,,
021809,POLSCI,724,Empirical and Theoretical Approaches to Security Peace and Conflict,,
021810,PSY,411S,Disorders of Anxiety,S SS,
021811,PSY,654S,Psychology of Aging,S STS SS,
021812,NEUROSCI,686S,Principles of Neuroimmunology,S NS,
021812 1,PSY,686S,Principles of Neuroimmunology,S NS,
021813,AMES,286S,Buddhism and Sexuality,CCI EI CZ,
021813 1,RELIGION,328S,Buddhism and Sexuality,CCI EI CZ,
021813 2,ICS,389S,Buddhism and Sexuality,CCI EI CZ,
021813 3,AMES,286,Buddhism and Sexuality,CCI EI CZ,
021813 4,ICS,389,Buddhism and Sexuality,CCI EI CZ,
021813 5,RELIGION,328,Buddhism and Sexuality,CCI EI CZ,
021815,BIOLOGY,263,Biological Responses to Climate Change,W NS,
021816,HISTORY,352,Immigrant Dreams U.S. Realities: Immigration Policy History,CCI EI CZ SS,
021816 1,PUBPOL,220,Immigrant Dreams U.S. Realities: Immigration Policy History,CCI EI CZ SS,
021816 2,RIGHTS,352,Immigrant Dreams U.S. Realities: Immigration Policy History,CCI EI CZ SS,
021817,HISTORY,363,History of Capitalism in the United States,EI W SS,
021819,POLSCI,202,Film Race and Politics,CCI SS,
021820,POLSCI,207,Reason and Passion in Politics,SS,
021822,AAAS,241,Gender Race and Ethnicity in Politics and Public Policy,SS,
021822 1,POLSCI,303,Gender Race and Ethnicity in Politics and Public Policy,SS,
021822 2,PUBPOL,235,Gender Race and Ethnicity in Politics and Public Policy,SS,
021822 3,WOMENST,303,Gender Race and Ethnicity in Politics and Public Policy,SS,
021823,POLSCI,356,Politics and Markets,EI SS,
021824,NEUROSCI,282,Neuroscience of Movement and Athletic Performance,NS,
021824 1,PSY,282,Neuroscience of Movement and Athletic Performance,NS,
021825,PSY,212,Introduction to Forensic Psychology,CCI SS,
021826,ENVIRON,658,Applied Qualitative Research Methods,R,
021827,POLSCI,650S,Political Economy of International Relations,S R SS,
021828,LINGUIST,490S,Special Topics in Linguistics,S,
021830,BIOLOGY,563S,Stormwater Science: Pollution Pavement and Precipitation,S NS,
021830 1,ENVIRON,565S,Stormwater Science: Pollution Pavement and Precipitation,S NS,
021831,ENVIRON,524,Water Quality Health,,
021831 1,EOS,524,Water Quality Health,,
021831 2,GLHLTH,534,Water Quality Health,,
021831 3,ENERGY,524,Water Quality Health,,
021832,GLHLTH,571,Global Maternal and Child Health,SS,
021834,GLHLTH,671,Global Health and Health Systems in Africa,SS,
021834 1,PUBPOL,636,Global Health and Health Systems in Africa,SS,
021835,GLHLTH,741,Non-Communicable Diseases in Low- & Middle-Income Countries: Trends Causes and Prevention Strategy,STS NS SS,
021835 1,GLHLTH,641,Non-Communicable Diseases in Low- & Middle-Income Countries: Trends Causes and Prevention Strategy,STS NS SS,
021836,HISTORY,180S,Gateway Seminar - Story-Telling Truth-Telling and History,S CCI EI R ALP CZ,
021837,HISTORY,201,Globalization and History,CCI CZ SS,
021837 1,PUBPOL,236,Globalization and History,CCI CZ SS,
021845,AMI,690,Special Topics in Arts of the Moving Image,,
021846,PORTUGUE,390S,Topics in Lusophone Literature and Culture,S,
021847,AMES,429,Revolution: The Arab World,CCI ALP CZ,
021848,ENVIRON,290A,Duke-Administered Study Abroad: Advanced Special Topics in Environmental Science and Policy,,
021849,EOS,390A,Duke-Administered Study Abroad: Advanced Special Topics in Earth and Ocean Sciences,,
021850,ARTSVIS,391,Independent Project in the Visual Arts,,
021851,ARTSVIS,291,Individual Project in the Visual Arts,,
021852,MGM,293,Research Independent Study I,R,
021853,ISIS,490S-1,Special Topics in Information Science + Studies,S,
021854,AMES,469S,Minor Japan,S CCI EI ALP CZ,
021854 1,CULANTH,364S,Minor Japan,S CCI EI ALP CZ,
021855,HISTORY,471S,Capstone Seminar: Latin American Left Turns: A New Politics for the 21st Century?,S CCI R W CZ SS,
021855 1,LATAMER,471S,Capstone Seminar: Latin American Left Turns: A New Politics for the 21st Century?,S CCI R W CZ SS,
021855 2,POLSCI,497S,Capstone Seminar: Latin American Left Turns: A New Politics for the 21st Century?,S CCI R W CZ SS,
021856,ISIS,380S,Digital Cities: Representing the Past and Building the Future,S R STS CZ,
021856 1,VMS,380S,Digital Cities: Representing the Past and Building the Future,S R STS CZ,
021858,AMI,208S,The Silent Film: An Introduction,S CCI ALP,
021858 1,GERMAN,268S,The Silent Film: An Introduction,S CCI ALP,
021858 2,LIT,208S,The Silent Film: An Introduction,S CCI ALP,
021858 3,VMS,214S,The Silent Film: An Introduction,S CCI ALP,
021859,AMI,209S,Film Noir,S CCI EI ALP,
021859 1,GERMAN,270S,Film Noir,S CCI EI ALP,
021859 2,LIT,223S,Film Noir,S CCI EI ALP,
021859 3,VMS,282S,Film Noir,S CCI EI ALP,
021860,COMPSCI,408S,Delivering Software: From Concept to Client,R STS,
021860 1,COMPSCI,408,Delivering Software: From Concept to Client,R STS,
021861,AMES,450S,Human Rights in Islam,S CCI EI CZ,
021861 1,RELIGION,450S,Human Rights in Islam,S CCI EI CZ,
021862,NEUROSCI,290A,Duke Administered Study Abroad: Special Topics in Neuroscience,,
021863,SOCIOL,590,Special Topics in Sociology,,
021864,SOCIOL,690,Special Topics in Sociology,,
021868,RUSSIAN,390,Special Topics in Russian Culture,,
021869,ENVIRON,770A,Physical Oceanography,,
021870,ECE,485,Digital Audio and Acoustic Signal Processing,,
021871,ENVIRON,808,Aquatic and Wetland Field Skills,,
021872,ENVIRON,830,Building Energy on Campus: Evaluating Efficiency and Conservation Measures at Duke,,
021872 1,ENERGY,830,Building Energy on Campus: Evaluating Efficiency and Conservation Measures at Duke,,
021873,ENVIRON,624,Agriculture and Sustainability: Feeding the Growing Human Population Today for the Future,STS NS,
021874,ENRGYENV,895,Fuqua Client Consulting Practicum,,
021875,FINANCE,895,Fuqua Client Consulting Practicum,,
021876,HLTHMGMT,895,Fuqua Client Consulting Practicum,,
021880,STRATEGY,895,Fuqua Client Consulting Practicum,,
021881,VMS,590,Special Topics in Visual and Media Studies,,
021882,PHYSEDU,106,Advanced Pilates and Barre,,
021884,ECON,190,Selected Topics In Economics,,
021885,ENVIRON,706,Wildlife Surveys,,
021886,AMI,614S,Thinking Digital Cinema,S STS ALP,
021886 1,LIT,614S,Thinking Digital Cinema,S STS ALP,
021886 2,THEATRST,671S,Thinking Digital Cinema,S STS ALP,
021886 3,VMS,614S,Thinking Digital Cinema,S STS ALP,
021887,PUBPOL,493A,Politics and Policy Practicum for Duke in DC,R SS,
021887 1,POLSCI,494A,Politics and Policy Practicum for Duke in DC,R SS,
021888,POLSCI,214SA,Media and Power in Washington,S SS,
021888 1,PUBPOL,218SA,Media and Power in Washington,S SS,
021890,ENVIRON,365D,The Modern Regulatory State,EI R CZ SS,
021890 1,HISTORY,365D,The Modern Regulatory State,EI R CZ SS,
021890 2,POLSCI,340D,The Modern Regulatory State,EI R CZ SS,
021890 3,PUBPOL,219D,The Modern Regulatory State,EI R CZ SS,
021891,AMES,427S,Capstone Seminar: Palestine and Arab-Israeli Conflict,S CCI EI R CZ,
021891 1,HISTORY,455S,Capstone Seminar: Palestine and Arab-Israeli Conflict,S CCI EI R CZ,
021893,POLSCI,659S,Civil Wars,S CCI EI R SS,
021894,AMES,541S,Jews and the End of Theory,S CCI EI R CZ SS,
021894 1,JEWISHST,541S,Jews and the End of Theory,S CCI EI R CZ SS,
021894 2,LIT,580S,Jews and the End of Theory,S CCI EI R CZ SS,
021894 3,ICS,541S,Jews and the End of Theory,S CCI EI R CZ SS,
021896,AMES,629,Revolution: The Arab World,CCI ALP CZ,
021897,AMES,669S,Minor Japan,S CCI EI ALP CZ,
021898,ARABIC,283,Media Arabic II,FL CZ,
021899,ARABIC,295,Arabic Dialect in Music,FL CZ,
021900,ARABIC,489,Classical Arabic Language & Literature,FL CZ,
021901,ENVIRON,924,DEL: Agriculture and Sustainability,,
021902,ENVIRON,958,DEL: Applied Qualitative Research Methods,,
021903,DOCST,317S,Veterans Oral History Project,S CCI SS,
021903 1,HISTORY,381S,Veterans Oral History Project,S CCI SS,
021903 2,RIGHTS,317S,Veterans Oral History Project,S CCI SS,
021904,MEDICINE,416C,Effective Clinical Teaching,,
021905,PEDS,301B,Journalology: Anatomy and Physiology of Peer-Reviewed Publications,,
021906,CHURHST,763,History of the Crusades,,
021907,CHURHST,818,Byzantium and Islam: Eastern Perspectives,,
021908,PASTCARE,810,Theology Mental Health and Human Flourishing,,
021909,XTIANTHE,967,Ecclesiology and Ethnography,,
021910,ENVIRON,782,Marketing for Environmental Professionals,,
021911,ENVIRON,820S,Conservation Ethics,S,
021912,PSY,290S,Special Topics in Psychology - Seminar,S,
021913,DANCE,499S,Capstone Seminar: Distinction Project,S R ALP,
021914,GLHLTH,373S,Global Health Research & Ethics,EI SS,
021914 1,GLHLTH,373,Global Health Research & Ethics,EI SS,
021915,ENVIRON,823,Ecological Resilience and Ecosystem Management,,
021916,ENVIRON,990,DEL: Special Topics,,
021917,JPN,472S,Classical Japanese (Kanbun),S CCI FL ALP,
021919,ENVIRON,724,Landscape Analysis & Management,,
021922,EOS,393-1,Research Independent Study,R,
021923,ENVIRON,391-1,Independent Study,,
021924,ISIS,890S,Special Topics in ISS,S,
021925,ARTSVIS,655S,The Photographic Portfolio,S ALP,
021926,MUSIC,101-7,Class Brass,,
021928,ENVIRON,955,DEL: Community-Based Environmental Management,,
021929,ENVIRON,977,DEL: Classic Environmental Literature,,
021930,ENVIRON,975,DEL: Community Based Environmental Management in Mexico,,
021931,ENVIRON,976,DEL: Restoration Ecology: Practice and Principles,,
021932,PUBPOL,741,Empirical Analysis for Economic Development,,
021933,XTIANTHE,840,Religion and the Public Life,,
021935,ENVIRON,638L,Environmental Life Cycle Analysis & Decision,R STS NS,
021935 1,ENERGY,638L,Environmental Life Cycle Analysis & Decision,R STS NS,
021935 2,ENERGY,638,Environmental Life Cycle Analysis & Decision,R STS NS,
021935 3,ENVIRON,638,Environmental Life Cycle Analysis & Decision,R STS NS,
021936,ENVIRON,626,River Processes,,
021937,LATAMER,590,Special Topics in Latin American and Caribbean Studies,,
021938,ARABIC,789,Classical Arabic Language & Literature,,
021939,POLSCI,790S,Seminar for Teaching Politics Certificate Program,S,
021940,JPN,772S,Classical Japanese (Kanbun),S,
021941,ECON,567,Computer Modeling,R W QS SS,
021941 1,ECON,667,Computer Modeling,R W QS SS,
021948,PHYSICS,745,Accelerator Physics for USPAS,,
021951,AMES,650S,Human Rights in Islam,S CCI EI CZ,
021951 1,RELIGION,661S,Human Rights in Islam,S CCI EI CZ,
021952,FRENCH,270T-3,Voices in Global Health: French Tutorial,,
021952 1,GLHLTH,270T-3,Voices in Global Health: French Tutorial,,
021954,AMES,270T-1,Voices in Global Health: Arabic Tutorial,,
021954 1,GLHLTH,270T-1,Voices in Global Health: Arabic Tutorial,,
021955,AMES,270T-4,Voices in Global Health: Hindi Tutorial,,
021955 1,GLHLTH,270T-4,Voices in Global Health: Hindi Tutorial,,
021955 2,HINDI,270T-4,Voices in Global Health: Hindi Tutorial,,
021956,AMES,270T-5,Voices in Global Health: Mandarin Tutorial,,
021956 1,GLHLTH,270T-5,Voices in Global Health: Mandarin Tutorial,,
021957,GLHLTH,270T-6,Voices in Global Health: Spanish Tutorial,,
021957 1,SPANISH,270T-1,Voices in Global Health: Spanish Tutorial,,
021958,GLHLTH,270T-7,Voices in Global Health: Swahili Tutorial,,
021959,PHIL,163D,Ethics for Robertson Scholars,EI CZ,
021961,WOMENST,290A,Selected Topics in Women's Studies,,
021961 1,GSF,290A,Selected Topics in Women's Studies,,
021962,ENVIRON,640,Climate Change Economics and Policy,,
021962 1,PUBPOL,585,Climate Change Economics and Policy,,
021963,ARTSVIS,694,Individual Research Independent Study in the Visual Arts,R,
021964,BME,563,Transport Processes in HIV Transmission and Prevention (GE BB MC),,
021965,MEDICINE,227C,Introduction to Consultative Cardiology,,
021966,NURSING,563,Trends in Genetics and Genomics for Health Care and Society,,
021967,CHURHST,708,Introduction to Church History,,
021968,DMNISTRY,905,Integration: Sustaining and Strengthening Mission,,
021969,XTIANEDU,707,Youth Minister as Evangelist,,
021980,ECON,471A,Financial Markets and Investments,QS SS,
021981,ECON,370A,Global Capital Markets,W SS,
021987,WOMENST,190S,Special Topics in Women's Studies,S,
021987 1,GSF,190S,Special Topics in Women's Studies,S,
021990,DMNISTRY,906,The Doctor of Ministry Thesis Seminar,,
021991,WXTIAN,766,Being the Church,,
021993,CLST,262,Ancient Athletics,CCI ALP CZ,
021993 1,HISTORY,231,Ancient Athletics,CCI ALP CZ,
021996,CLST,275,Democracy: Ancient and Modern,CCI EI CZ SS,
021996 1,HISTORY,234,Democracy: Ancient and Modern,CCI EI CZ SS,
021996 2,POLSCI,211,Democracy: Ancient and Modern,CCI EI CZ SS,
021996 3,ARTS&SCI,275,Democracy: Ancient and Modern,CCI EI CZ SS,
021996 4,ETHICS,275,Democracy: Ancient and Modern,CCI EI CZ SS,
021997,PHYSICS,131S,Introductory Seminar on Big Questions in Physics,S STS NS,
022001,ARTSVIS,130,Experimental Drawing: Image and Bit Play,ALP,
022001 1,VMS,131,Experimental Drawing: Image and Bit Play,ALP,
022007,ENERGY,310,Introduction to Energy Generation Delivery Conversion and Efficiency,,
022007 1,ENRGYEGR,310,Introduction to Energy Generation Delivery Conversion and Efficiency,,
022014,ARTHIST,590S-1,Special Topics in Greek Art,S,
022014 1,CLST,590S,Special Topics in Greek Art,S,
022016,ECE,533,Biochip Engineering,,
022018,HISTORY,285D,Western Warfare Since 1789,CCI EI STS CZ SS,
022019,HISTORY,335D,United States Legal History,CCI R CZ SS,
022020,COMPSCI,107FS,Artificial Life Culture and Evolution,S STS QS SS,
022020 1,ISIS,170FS,Artificial Life Culture and Evolution,S STS QS SS,
022020 2,VMS,172FS,Artificial Life Culture and Evolution,S STS QS SS,
022021,MATH,182FS,Mathematics of Finance,S QS,
022022,MATH,161FS,Introduction to Mathematical Modeling in Biology,S R STS QS,
022024,DOCST,744S,Our Culinary Cultures,S,
022025,BIOLOGY,726,Dynamic Modeling of Biological Systems,,
022025 1,CBB,726,Dynamic Modeling of Biological Systems,,
022026,AMES,771S,Topics in Classical Japanese (Bungo),S,
022026 1,JPN,771S,Topics in Classical Japanese (Bungo),S,
022027,BME,790L,Advanced Topics with the Lab for Graduate Students in Biomedical Engineering,,
022031,DOCST,760S,Multimedia Documentary: Editing Production and Publication,S,
022033,THEATRST,190FS,Focus Program Special Topics,S,
022041,NEUROSCI,290,Special Topics in Neuroscience,,
022046,PORTUGUE,497T,Portuguese Tutorial,FL,
022047,ROMST,495,Honors Thesis,R,
022052,AMES,190FS,AMES Special Topics-Focus Program,S,
022053,SES,491,Independent Study,,
022055,ECON,190S,Selected Topics in Economics,S,
022059,MATH,191,Independent Study,,
022065,GLHLTH,870S,Global Health Doctoral Certificate Seminar,S,
022069,ECON,290A,Duke-Administered Study Abroad: Special Topics in Economics,,
022071,SES,990,Directed Readings,,
022072,BME,490L,Special Topics in Biomedical Engineering Design (DR),,
022073,GS,713,RCR Forum- Basic Medical Sciences,,
022084,NURSING,658,Comparative International Health Systems,,
022084 1,NURSING,968,Comparative International Health Systems,,
022088,ENGLISH,210SA,Creative Non-Fiction: Writing for Publication,S W ALP,
022089,ENGLISH,321S,Intermediate Workshop in the Writing of Fiction,S W ALP,
022090,ENGLISH,322S,Intermediate Workshop in the Writing of Creative Non-Fiction,S W ALP,
022091,ENGLISH,421S,Advanced Workshop in the Writing of Fiction,S W ALP,
022095,DANCE,443,Repertory: Tap Dance,,
022096,ARTSVIS,120,Compositional Painting,ALP,
022098,ENVIRON,906,DEL: Social Media for Environmental Communication,,
022099,POLSCI,190FS,Special Topics in the Focus Program,S,
022107,GLHLTH,174D,Introduction to the History of Medicine,STS CZ,
022107 1,HISTORY,113D,Introduction to the History of Medicine,STS CZ,
022107 2,GLHLTH,174,Introduction to the History of Medicine,STS CZ,
022107 3,HISTORY,113,Introduction to the History of Medicine,STS CZ,
022108,AMI,198,Experimental Interface Design,STS ALP,
022108 1,ARTSVIS,198,Experimental Interface Design,STS ALP,
022108 2,ISIS,198,Experimental Interface Design,STS ALP,
022108 3,VMS,198,Experimental Interface Design,STS ALP,
022108 4,ISS,198,Experimental Interface Design,STS ALP,
022109,HISTORY,166S,Gateway Seminar - Anarchism and its Discontents,S CCI EI R CZ,
022109 1,ICS,166S,Gateway Seminar - Anarchism and its Discontents,S CCI EI R CZ,
022118,GENOME,268S,Law & Genomic Sciences,S EI STS SS,
022121,AAAS,241S,Documenting Black: Tales Along the Color Line 1865 - 2004,S CCI ALP CZ,
022121 1,DOCST,324S,Documenting Black: Tales Along the Color Line 1865 - 2004,S CCI ALP CZ,
022124,PHIL,155,Reason and Argument,W,
022130,NEUROSCI,153FS,Drugs and the Law,S SS,
022130 1,PUBPOL,185FS,Drugs and the Law,S SS,
022130 2,SCISOC,153FS,Drugs and the Law,S SS,
022131,ENVIRON,290S,Special Topics in Environmental Sciences and Policy,S,
022132,MATH,690-05,Topics in Number Theory,,
022133,AMI,281S,Graphic Design in Motion,S,
022133 1,ARTSVIS,281S,Graphic Design in Motion,S,
022133 2,VMS,281S,Graphic Design in Motion,S,
022135,POLSCI,231,Wealth and Poverty of Nations: Prosperity and Distribution in the Long Run,S SS,
022135 1,POLSCI,368,Wealth and Poverty of Nations: Prosperity and Distribution in the Long Run,S SS,
022135 2,POLSCI,468S,Wealth and Poverty of Nations: Prosperity and Distribution in the Long Run,S SS,
022136,HISTORY,109,Introduction to the History of Human Rights and Social Movements,CCI EI CZ SS,
022137,SOCIOL,341,The United States and the Asian Pacific Region,CCI R CZ SS,
022138,GLHLTH,101,Fundamentals of Global Health,CCI STS SS,
022138 1,GLHLTH,101D,Fundamentals of Global Health,CCI STS SS,
022141,CULANTH,254,Cultures and Politics of the America Borderlands,CCI EI STS SS,
022141 1,LSGS,254,Cultures and Politics of the America Borderlands,CCI EI STS SS,
022143,ENVIRON,394A,Research Independent Study,R,
022146,AAAS,421,Imagining Justice: The U.S. and the Carceral Imagination,CCI EI ALP CZ,
022146 1,LIT,431,Imagining Justice: The U.S. and the Carceral Imagination,CCI EI ALP CZ,
